;;;;;;Nacelle NC10...
;;;;;;- Tableau des résultats -
 n° point;Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);
483;    1,971204;   -0,452000;    1,971204;   -1,667000;
484;    1,975301;   -0,388000;    1,975301;   -1,618000;
485;    1,979401;   -0,323000;    1,979401;   -1,570000;
486;    1,983497;   -0,259000;    1,983497;   -1,524000;
487;    1,987631;   -0,194000;    1,987631;   -1,480000;
488;    1,991693;   -0,130000;    1,991693;   -1,440000;
489;    1,995765;   -0,067000;    1,995765;   -1,399000;
490;    1,999876;   -0,002000;    1,999876;   -1,365000;
491;    2,003957;    0,062000;    2,003957;   -1,324000;
492;    2,008052;    0,126000;    2,008052;   -1,275000;
493;    2,012162;    0,191000;    2,012162;   -1,219000;
494;    2,016250;    0,255000;    2,016250;   -1,165000;
495;    2,020349;    0,319000;    2,020349;   -1,114000;
496;    2,024454;    0,384000;    2,024454;   -1,072000;
497;    2,028533;    0,448000;    2,028533;   -1,028000;
498;    2,032640;    0,512000;    2,032640;   -0,980000;
499;    2,036719;    0,575000;    2,036719;   -0,933000;
500;    2,040818;    0,639000;    2,040818;   -0,878000;
501;    2,044929;    0,703000;    2,044929;   -0,813000;
502;    2,049000;    0,767000;    2,049000;   -0,738000;
503;    2,053164;    0,831000;    2,053164;   -0,660000;
504;    2,057221;    0,894000;    2,057221;   -0,568000;
505;    2,061297;    0,957000;    2,061297;   -0,479000;
506;    2,065400;    1,020000;    2,065400;   -0,381000;
507;    2,069506;    1,083000;    2,069506;   -0,277000;
508;    2,073585;    1,146000;    2,073585;   -0,170000;
509;    2,077690;    1,208000;    2,077690;   -0,065000;
510;    2,081792;    1,271000;    2,081792;    0,042000;
511;    2,085873;    1,333000;    2,085873;    0,144000;
512;    2,089978;    1,395000;    2,089978;    0,246000;
513;    2,094077;    1,456000;    2,094077;    0,349000;
514;    2,098162;    1,518000;    2,098162;    0,447000;
515;    2,102271;    1,579000;    2,102271;    0,541000;
516;    2,106348;    1,640000;    2,106348;    0,629000;
517;    2,110455;    1,700000;    2,110455;    0,707000;
518;    2,114559;    1,761000;    2,114559;    0,779000;
519;    2,118635;    1,821000;    2,118635;    0,849000;
520;    2,122738;    1,881000;    2,122738;    0,911000;
521;    2,126848;    1,940000;    2,126848;    0,970000;
522;    2,130922;    1,999000;    2,130922;    1,024000;
523;    2,135026;    2,058000;    2,135026;    1,071000;
524;    2,139172;    2,117000;    2,139172;    1,119000;
525;    2,143220;    2,175000;    2,143220;    1,170000;
526;    2,147321;    2,232000;    2,147321;    1,222000;
527;    2,151400;    2,290000;    2,151400;    1,267000;
528;    2,155504;    2,347000;    2,155504;    1,311000;
529;    2,159614;    2,403000;    2,159614;    1,349000;
530;    2,163694;    2,459000;    2,163694;    1,384000;
531;    2,167794;    2,515000;    2,167794;    1,416000;
532;    2,171872;    2,570000;    2,171872;    1,448000;
533;    2,176000;    2,626000;    2,176000;    1,476000;
534;    2,180077;    2,680000;    2,180077;    1,498000;
535;    2,184192;    2,735000;    2,184192;    1,516000;
536;    2,188270;    2,788000;    2,188270;    1,525000;
537;    2,192382;    2,841000;    2,192382;    1,526000;
538;    2,196449;    2,894000;    2,196449;    1,524000;
539;    2,200557;    2,946000;    2,200557;    1,524000;
540;    2,204665;    2,998000;    2,204665;    1,522000;
541;    2,208742;    3,049000;    2,208742;    1,528000;
542;    2,212839;    3,100000;    2,212839;    1,541000;
543;    2,216946;    3,150000;    2,216946;    1,561000;
544;    2,221022;    3,199000;    2,221022;    1,580000;
545;    2,225163;    3,249000;    2,225163;    1,609000;
546;    2,229242;    3,298000;    2,229242;    1,641000;
547;    2,233323;    3,346000;    2,233323;    1,678000;
548;    2,237424;    3,393000;    2,237424;    1,713000;
549;    2,241528;    3,440000;    2,241528;    1,743000;
550;    2,245634;    3,487000;    2,245634;    1,774000;
551;    2,249717;    3,532000;    2,249717;    1,805000;
552;    2,253818;    3,578000;    2,253818;    1,834000;
553;    2,257918;    3,622000;    2,257918;    1,863000;
554;    2,262022;    3,667000;    2,262022;    1,899000;
555;    2,266164;    3,710000;    2,266164;    1,933000;
556;    2,270215;    3,753000;    2,270215;    1,963000;
557;    2,274322;    3,795000;    2,274322;    1,987000;
558;    2,278397;    3,836000;    2,278397;    2,017000;
559;    2,282514;    3,878000;    2,282514;    2,053000;
560;    2,286606;    3,918000;    2,286606;    2,097000;
561;    2,290717;    3,958000;    2,290717;    2,133000;
562;    2,294792;    3,996000;    2,294792;    2,172000;
563;    2,298892;    4,035000;    2,298892;    2,207000;
564;    2,302998;    4,073000;    2,302998;    2,239000;
565;    2,307162;    4,110000;    2,307162;    2,260000;
566;    2,311190;    4,146000;    2,311190;    2,273000;
567;    2,315294;    4,182000;    2,315294;    2,275000;
568;    2,319372;    4,216000;    2,319372;    2,283000;
569;    2,323486;    4,251000;    2,323486;    2,301000;
570;    2,327568;    4,284000;    2,327568;    2,326000;
571;    2,331663;    4,317000;    2,331663;    2,350000;
572;    2,335767;    4,349000;    2,335767;    2,373000;
573;    2,339868;    4,381000;    2,339868;    2,402000;
574;    2,343945;    4,411000;    2,343945;    2,433000;
575;    2,348047;    4,441000;    2,348047;    2,467000;
576;    2,352163;    4,470000;    2,352163;    2,497000;
577;    2,356240;    4,499000;    2,356240;    2,522000;
578;    2,360322;    4,526000;    2,360322;    2,551000;
579;    2,364450;    4,553000;    2,364450;    2,587000;
580;    2,368500;    4,579000;    2,368500;    2,626000;
581;    2,372610;    4,605000;    2,372610;    2,660000;
582;    2,376711;    4,630000;    2,376711;    2,688000;
583;    2,380811;    4,654000;    2,380811;    2,708000;
584;    2,384922;    4,677000;    2,384922;    2,721000;
585;    2,389002;    4,699000;    2,389002;    2,732000;
586;    2,393077;    4,721000;    2,393077;    2,745000;
587;    2,397189;    4,741000;    2,397189;    2,758000;
588;    2,401295;    4,762000;    2,401295;    2,766000;
589;    2,405398;    4,781000;    2,405398;    2,769000;
590;    2,409476;    4,799000;    2,409476;    2,765000;
591;    2,413577;    4,817000;    2,413577;    2,759000;
592;    2,417688;    4,834000;    2,417688;    2,755000;
593;    2,421791;    4,850000;    2,421791;    2,752000;
594;    2,425865;    4,865000;    2,425865;    2,754000;
595;    2,429966;    4,879000;    2,429966;    2,756000;
596;    2,434078;    4,893000;    2,434078;    2,771000;
597;    2,438158;    4,906000;    2,438158;    2,803000;
598;    2,442242;    4,918000;    2,442242;    2,848000;
599;    2,446344;    4,929000;    2,446344;    2,896000;
600;    2,450435;    4,940000;    2,450435;    2,945000;
601;    2,454527;    4,949000;    2,454527;    2,990000;
602;    2,458630;    4,958000;    2,458630;    3,030000;
603;    2,462713;    4,966000;    2,462713;    3,060000;
604;    2,466814;    4,973000;    2,466814;    3,077000;
605;    2,470920;    4,979000;    2,470920;    3,081000;
606;    2,475026;    4,985000;    2,475026;    3,071000;
607;    2,479158;    4,989000;    2,479158;    3,047000;
608;    2,483196;    4,993000;    2,483196;    3,018000;
609;    2,487318;    4,996000;    2,487318;    2,989000;
610;    2,491396;    4,998000;    2,491396;    2,966000;
611;    2,495500;    5,000000;    2,495500;    2,954000;
612;    2,499583;    5,000000;    2,499583;    2,955000;
613;    2,503699;    5,000000;    2,503699;    2,966000;
614;    2,507810;    4,998000;    2,507810;    2,982000;
615;    2,511890;    4,997000;    2,511890;    2,999000;
616;    2,515980;    4,994000;    2,515980;    3,013000;
617;    2,520071;    4,990000;    2,520071;    3,023000;
618;    2,524160;    4,986000;    2,524160;    3,029000;
619;    2,528267;    4,980000;    2,528267;    3,030000;
620;    2,532342;    4,974000;    2,532342;    3,030000;
621;    2,536447;    4,967000;    2,536447;    3,026000;
622;    2,540556;    4,959000;    2,540556;    3,019000;
623;    2,544638;    4,951000;    2,544638;    3,009000;
624;    2,548733;    4,942000;    2,548733;    2,999000;
625;    2,552842;    4,931000;    2,552842;    2,988000;
626;    2,556942;    4,920000;    2,556942;    2,983000;
627;    2,561017;    4,908000;    2,561017;    2,984000;
628;    2,565156;    4,896000;    2,565156;    2,990000;
629;    2,569213;    4,882000;    2,569213;    3,001000;
630;    2,573316;    4,868000;    2,573316;    3,012000;
631;    2,577396;    4,853000;    2,577396;    3,022000;
632;    2,581498;    4,837000;    2,581498;    3,025000;
633;    2,585604;    4,820000;    2,585604;    3,023000;
634;    2,589679;    4,803000;    2,589679;    3,015000;
635;    2,593785;    4,785000;    2,593785;    3,007000;
636;    2,597894;    4,765000;    2,597894;    3,001000;
637;    2,601993;    4,746000;    2,601993;    2,998000;
638;    2,606100;    4,725000;    2,606100;    2,985000;
639;    2,610190;    4,703000;    2,610190;    2,958000;
640;    2,614262;    4,681000;    2,614262;    2,919000;
641;    2,618369;    4,658000;    2,618369;    2,880000;
642;    2,622472;    4,634000;    2,622472;    2,843000;
643;    2,626583;    4,610000;    2,626583;    2,815000;
644;    2,630653;    4,585000;    2,630653;    2,800000;
645;    2,634758;    4,559000;    2,634758;    2,800000;
646;    2,638895;    4,531000;    2,638895;    2,813000;
647;    2,642949;    4,504000;    2,642949;    2,829000;
648;    2,647044;    4,476000;    2,647044;    2,841000;
649;    2,651157;    4,447000;    2,651157;    2,843000;
650;    2,655264;    4,417000;    2,655264;    2,843000;
651;    2,659346;    4,386000;    2,659346;    2,835000;
652;    2,663420;    4,355000;    2,663420;    2,825000;
653;    2,667529;    4,323000;    2,667529;    2,812000;
654;    2,671631;    4,291000;    2,671631;    2,787000;
655;    2,675689;    4,258000;    2,675689;    2,746000;
656;    2,679813;    4,223000;    2,679813;    2,695000;
657;    2,683896;    4,189000;    2,683896;    2,648000;
658;    2,687996;    4,153000;    2,687996;    2,606000;
659;    2,692073;    4,117000;    2,692073;    2,579000;
660;    2,696184;    4,080000;    2,696184;    2,559000;
661;    2,700291;    4,042000;    2,700291;    2,547000;
662;    2,704368;    4,004000;    2,704368;    2,542000;
663;    2,708472;    3,965000;    2,708472;    2,546000;
664;    2,712575;    3,926000;    2,712575;    2,554000;
665;    2,716681;    3,886000;    2,716681;    2,553000;
666;    2,720759;    3,845000;    2,720759;    2,539000;
667;    2,724865;    3,803000;    2,724865;    2,510000;
668;    2,728942;    3,762000;    2,728942;    2,479000;
669;    2,733048;    3,719000;    2,733048;    2,444000;
670;    2,737155;    3,675000;    2,737155;    2,409000;
671;    2,741237;    3,632000;    2,741237;    2,368000;
672;    2,745338;    3,587000;    2,745338;    2,332000;
673;    2,749422;    3,542000;    2,749422;    2,304000;
674;    2,753521;    3,496000;    2,753521;    2,289000;
675;    2,757604;    3,450000;    2,757604;    2,271000;
676;    2,761704;    3,403000;    2,761704;    2,252000;
677;    2,765849;    3,355000;    2,765849;    2,229000;
678;    2,769888;    3,308000;    2,769888;    2,211000;
679;    2,773993;    3,259000;    2,773993;    2,186000;
680;    2,778073;    3,210000;    2,778073;    2,157000;
681;    2,782182;    3,161000;    2,782182;    2,124000;
682;    2,786263;    3,111000;    2,786263;    2,095000;
683;    2,790368;    3,060000;    2,790368;    2,062000;
684;    2,794472;    3,009000;    2,794472;    2,027000;
685;    2,798546;    2,957000;    2,798546;    1,996000;
686;    2,802653;    2,905000;    2,802653;    1,971000;
687;    2,806733;    2,853000;    2,806733;    1,952000;
688;    2,810839;    2,800000;    2,810839;    1,935000;
689;    2,814938;    2,746000;    2,814938;    1,922000;
690;    2,819019;    2,692000;    2,819019;    1,915000;
691;    2,823153;    2,637000;    2,823153;    1,908000;
692;    2,827213;    2,583000;    2,827213;    1,898000;
693;    2,829214;    2,556000;    2,829214;    1,889000;
694;    2,832210;    2,515000;    2,832210;    1,878000;
695;    2,835402;    2,472000;    2,835402;    1,867000;
696;    2,839496;    2,416000;    2,839496;    1,853000;
697;    2,843605;    2,359000;    2,843605;    1,841000;
698;    2,847680;    2,302000;    2,847680;    1,827000;
699;    2,851781;    2,245000;    2,851781;    1,813000;
700;    2,855887;    2,187000;    2,855887;    1,799000;
701;    2,859965;    2,129000;    2,859965;    1,781000;
702;    2,864071;    2,071000;    2,864071;    1,757000;
703;    2,868185;    2,012000;    2,868185;    1,732000;
704;    2,872262;    1,953000;    2,872262;    1,711000;
705;    2,876367;    1,894000;    2,876367;    1,685000;
706;    2,880442;    1,834000;    2,880442;    1,658000;
707;    2,884547;    1,774000;    2,884547;    1,629000;
708;    2,888652;    1,714000;    2,888652;    1,589000;
709;    2,892756;    1,653000;    2,892756;    1,536000;
710;    2,896834;    1,592000;    2,896834;    1,477000;
711;    2,900942;    1,531000;    2,900942;    1,413000;
712;    2,905041;    1,470000;    2,905041;    1,344000;
713;    2,909153;    1,408000;    2,909153;    1,279000;
714;    2,913234;    1,346000;    2,913234;    1,211000;
715;    2,917313;    1,284000;    2,917313;    1,139000;
716;    2,921421;    1,222000;    2,921421;    1,068000;
717;    2,925495;    1,160000;    2,925495;    0,998000;
718;    2,929603;    1,097000;    2,929603;    0,926000;
719;    2,933704;    1,034000;    2,933704;    0,864000;
720;    2,937783;    0,971000;    2,937783;    0,816000;
721;    2,941891;    0,908000;    2,941891;    0,772000;
722;    2,945991;    0,844000;    2,945991;    0,729000;
723;    2,950154;    0,780000;    2,950154;    0,685000;
724;    2,954180;    0,717000;    2,954180;    0,640000;
725;    2,958286;    0,653000;    2,958286;    0,587000;
726;    2,962363;    0,590000;    2,962363;    0,533000;
727;    2,966467;    0,526000;    2,966467;    0,469000;
728;    2,970574;    0,462000;    2,970574;    0,395000;
729;    2,974652;    0,398000;    2,974652;    0,317000;
730;    2,978757;    0,333000;    2,978757;    0,233000;
731;    2,982860;    0,269000;    2,982860;    0,141000;
732;    2,986937;    0,205000;    2,986937;    0,048000;
733;    2,991044;    0,141000;    2,991044;   -0,052000;
734;    2,995152;    0,076000;    2,995152;   -0,162000;
735;    2,999239;    0,012000;    2,999239;   -0,271000;
736;    3,003338;   -0,052000;    3,003338;   -0,385000;
737;    3,007417;   -0,116000;    3,007417;   -0,500000;
738;    3,011520;   -0,181000;    3,011520;   -0,610000;
739;    3,015626;   -0,245000;    3,015626;   -0,704000;
740;    3,019702;   -0,309000;    3,019702;   -0,783000;
741;    3,023817;   -0,374000;    3,023817;   -0,839000;
742;    3,027895;   -0,438000;    3,027895;   -0,887000;
743;    3,031991;   -0,502000;    3,031991;   -0,928000;
744;    3,036153;   -0,567000;    3,036153;   -0,964000;
745;    3,040208;   -0,630000;    3,040208;   -0,993000;
746;    3,044289;   -0,693000;    3,044289;   -1,021000;
747;    3,048388;   -0,757000;    3,048388;   -1,046000;
748;    3,052469;   -0,820000;    3,052469;   -1,077000;
749;    3,056574;   -0,884000;    3,056574;   -1,121000;
750;    3,060681;   -0,947000;    3,060681;   -1,173000;
751;    3,064755;   -1,010000;    3,064755;   -1,237000;
752;    3,068863;   -1,073000;    3,068863;   -1,311000;
753;    3,072962;   -1,136000;    3,072962;   -1,389000;
754;    3,077067;   -1,199000;    3,077067;   -1,477000;
755;    3,081151;   -1,261000;    3,081151;   -1,577000;
756;    3,085233;   -1,323000;    3,085233;   -1,678000;
757;    3,089335;   -1,385000;    3,089335;   -1,780000;
758;    3,093442;   -1,447000;    3,093442;   -1,877000;
759;    3,097518;   -1,508000;    3,097518;   -1,963000;
760;    3,101623;   -1,569000;    3,101623;   -2,036000;
761;    3,105731;   -1,630000;    3,105731;   -2,097000;
762;    3,109831;   -1,691000;    3,109831;   -2,138000;
763;    3,113907;   -1,751000;    3,113907;   -2,172000;
764;    3,118022;   -1,812000;    3,118022;   -2,205000;
765;    3,122151;   -1,872000;    3,122151;   -2,236000;
766;    3,126207;   -1,931000;    3,126207;   -2,264000;
767;    3,130284;   -1,990000;    3,130284;   -2,297000;
768;    3,134413;   -2,049000;    3,134413;   -2,327000;
769;    3,138496;   -2,107000;    3,138496;   -2,362000;
770;    3,142598;   -2,166000;    3,142598;   -2,402000;
771;    3,146673;   -2,223000;    3,146673;   -2,442000;
772;    3,150783;   -2,281000;    3,150783;   -2,477000;
773;    3,154883;   -2,338000;    3,154883;   -2,521000;
774;    3,158964;   -2,394000;    3,158964;   -2,577000;
775;    3,163064;   -2,451000;    3,163064;   -2,641000;
776;    3,167151;   -2,507000;    3,167151;   -2,709000;
